Brand,Model,Asin,FK_link,Croma_link,Product_Title,Price,Offer_Type,Offer_Description,Timestamp
OnePlus,OnePlus 13R 5G,B0DQ8S38R8,https://www.flipkart.com/oneplus-13r-5g-astral-trail-256-gb/p/itmff6561809fab8?pid=MOBH8EVKZHTE7A32&lid=LSTMOBH8EVKZHTE7A32Q8IVFI&marketplace=FLIPKART&q=OnePlus+13R&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=0fc8dc89-48f6-49c3-9dbd-46e2445a7190.MOBH8EVKZHTE7A32.SEARCH&ppt=sp&ppn=sp&qH=1f08d11abf10c5d9,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-astral-trail-/p/312533,"OnePlus 13R 5G (12GB RAM, 256GB, Astral Trail)","₹42,999.00",Super Savings (2 OFFERS),"ICICI Bank
Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:52
OnePlus,OnePlus 13R 5G,B0DQ8S38R8,https://www.flipkart.com/oneplus-13r-5g-astral-trail-256-gb/p/itmff6561809fab8?pid=MOBH8EVKZHTE7A32&lid=LSTMOBH8EVKZHTE7A32Q8IVFI&marketplace=FLIPKART&q=OnePlus+13R&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=0fc8dc89-48f6-49c3-9dbd-46e2445a7190.MOBH8EVKZHTE7A32.SEARCH&ppt=sp&ppn=sp&qH=1f08d11abf10c5d9,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-astral-trail-/p/312533,"OnePlus 13R 5G (12GB RAM, 256GB, Astral Trail)","₹42,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:52
OnePlus,OnePlus 13R 5G,B0DQ8S38R8,https://www.flipkart.com/oneplus-13r-5g-astral-trail-256-gb/p/itmff6561809fab8?pid=MOBH8EVKZHTE7A32&lid=LSTMOBH8EVKZHTE7A32Q8IVFI&marketplace=FLIPKART&q=OnePlus+13R&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=0fc8dc89-48f6-49c3-9dbd-46e2445a7190.MOBH8EVKZHTE7A32.SEARCH&ppt=sp&ppn=sp&qH=1f08d11abf10c5d9,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-astral-trail-/p/312533,"OnePlus 13R 5G (12GB RAM, 256GB, Astral Trail)","₹42,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:52
OnePlus,OnePlus 13R 5G,B0DQ8S38R8,https://www.flipkart.com/oneplus-13r-5g-astral-trail-256-gb/p/itmff6561809fab8?pid=MOBH8EVKZHTE7A32&lid=LSTMOBH8EVKZHTE7A32Q8IVFI&marketplace=FLIPKART&q=OnePlus+13R&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=0fc8dc89-48f6-49c3-9dbd-46e2445a7190.MOBH8EVKZHTE7A32.SEARCH&ppt=sp&ppn=sp&qH=1f08d11abf10c5d9,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-astral-trail-/p/312533,"OnePlus 13R 5G (12GB RAM, 256GB, Astral Trail)","₹42,999.00",ICICI Bank,ICICI Bank,2025-09-08 17:52:52
OnePlus,OnePlus 13R 5G,B0DQ8S38R8,https://www.flipkart.com/oneplus-13r-5g-astral-trail-256-gb/p/itmff6561809fab8?pid=MOBH8EVKZHTE7A32&lid=LSTMOBH8EVKZHTE7A32Q8IVFI&marketplace=FLIPKART&q=OnePlus+13R&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=0fc8dc89-48f6-49c3-9dbd-46e2445a7190.MOBH8EVKZHTE7A32.SEARCH&ppt=sp&ppn=sp&qH=1f08d11abf10c5d9,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-astral-trail-/p/312533,"OnePlus 13R 5G (12GB RAM, 256GB, Astral Trail)","₹42,999.00","Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.",View more,2025-09-08 17:52:52
OnePlus,OnePlus 13R 5G,B0DQ8V5NLV,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-512-gb/p/itmff6561809fab8?pid=MOBH8H4HTS84UEQN&lid=LSTMOBH8H4HTS84UEQNCZJAIR&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8H4HTS84UEQN.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-nebula-noir-/p/312537,"OnePlus 13R 5G (16GB RAM, 512GB, Nebula Noir)","₹49,999.00",Super Savings (2 OFFERS),"ICICI Bank
Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:59
OnePlus,OnePlus 13R 5G,B0DQ8V5NLV,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-512-gb/p/itmff6561809fab8?pid=MOBH8H4HTS84UEQN&lid=LSTMOBH8H4HTS84UEQNCZJAIR&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8H4HTS84UEQN.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-nebula-noir-/p/312537,"OnePlus 13R 5G (16GB RAM, 512GB, Nebula Noir)","₹49,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:59
OnePlus,OnePlus 13R 5G,B0DQ8V5NLV,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-512-gb/p/itmff6561809fab8?pid=MOBH8H4HTS84UEQN&lid=LSTMOBH8H4HTS84UEQNCZJAIR&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8H4HTS84UEQN.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-nebula-noir-/p/312537,"OnePlus 13R 5G (16GB RAM, 512GB, Nebula Noir)","₹49,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:52:59
OnePlus,OnePlus 13R 5G,B0DQ8V5NLV,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-512-gb/p/itmff6561809fab8?pid=MOBH8H4HTS84UEQN&lid=LSTMOBH8H4HTS84UEQNCZJAIR&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8H4HTS84UEQN.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-nebula-noir-/p/312537,"OnePlus 13R 5G (16GB RAM, 512GB, Nebula Noir)","₹49,999.00",ICICI Bank,ICICI Bank,2025-09-08 17:52:59
OnePlus,OnePlus 13R 5G,B0DQ8V5NLV,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-512-gb/p/itmff6561809fab8?pid=MOBH8H4HTS84UEQN&lid=LSTMOBH8H4HTS84UEQNCZJAIR&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8H4HTS84UEQN.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-nebula-noir-/p/312537,"OnePlus 13R 5G (16GB RAM, 512GB, Nebula Noir)","₹49,999.00","Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.",View more,2025-09-08 17:52:59
OnePlus,OnePlus 13R 5G,B0DPS62DYH,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKTRDA3F&marketplace=FLIPKART&q=OnePlus%2013R%20&sattr[]=storage&sattr[]=ram&st=ram,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)","₹42,999.00",Super Savings (2 OFFERS),"ICICI Bank
Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:07
OnePlus,OnePlus 13R 5G,B0DPS62DYH,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKTRDA3F&marketplace=FLIPKART&q=OnePlus%2013R%20&sattr[]=storage&sattr[]=ram&st=ram,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)","₹42,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:07
OnePlus,OnePlus 13R 5G,B0DPS62DYH,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKTRDA3F&marketplace=FLIPKART&q=OnePlus%2013R%20&sattr[]=storage&sattr[]=ram&st=ram,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)","₹42,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:07
OnePlus,OnePlus 13R 5G,B0DPS62DYH,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKTRDA3F&marketplace=FLIPKART&q=OnePlus%2013R%20&sattr[]=storage&sattr[]=ram&st=ram,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)","₹42,999.00",ICICI Bank,ICICI Bank,2025-09-08 17:53:07
OnePlus,OnePlus 13R 5G,B0DPS62DYH,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/p/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKTRDA3F&marketplace=FLIPKART&q=OnePlus%2013R%20&sattr[]=storage&sattr[]=ram&st=ram,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)","₹42,999.00","Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.",View more,2025-09-08 17:53:07
OnePlus,OnePlus 13R 5G,B0DQ8XPRYF,https://www.flipkart.com/oneplus-13r-5g-astral-trail-512-gb/p/itmff6561809fab8?pid=MOBH8HFJPKRUT2VM&lid=LSTMOBH8HFJPKRUT2VMCDEOZB&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8HFJPKRUT2VM.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-astral-trail-/p/312539,"OnePlus 13R 5G (16GB RAM, 512GB, Astral Trail)","₹49,999.00",Super Savings (2 OFFERS),"ICICI Bank
Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:14
OnePlus,OnePlus 13R 5G,B0DQ8XPRYF,https://www.flipkart.com/oneplus-13r-5g-astral-trail-512-gb/p/itmff6561809fab8?pid=MOBH8HFJPKRUT2VM&lid=LSTMOBH8HFJPKRUT2VMCDEOZB&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8HFJPKRUT2VM.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-astral-trail-/p/312539,"OnePlus 13R 5G (16GB RAM, 512GB, Astral Trail)","₹49,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more
Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:14
OnePlus,OnePlus 13R 5G,B0DQ8XPRYF,https://www.flipkart.com/oneplus-13r-5g-astral-trail-512-gb/p/itmff6561809fab8?pid=MOBH8HFJPKRUT2VM&lid=LSTMOBH8HFJPKRUT2VMCDEOZB&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8HFJPKRUT2VM.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-astral-trail-/p/312539,"OnePlus 13R 5G (16GB RAM, 512GB, Astral Trail)","₹49,999.00",ICICI Bank,"Instant discount Rs.2250 for 3 months No-cost EMI on ICICI Bank Credit & debit Card. Discounted price inclusive of cashback & No-cost EMI benefit will be applied on Bank payment/OTP page. Select offer under “view all offers” segment on payment page to avail the benefit.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.
View more",2025-09-08 17:53:14
OnePlus,OnePlus 13R 5G,B0DQ8XPRYF,https://www.flipkart.com/oneplus-13r-5g-astral-trail-512-gb/p/itmff6561809fab8?pid=MOBH8HFJPKRUT2VM&lid=LSTMOBH8HFJPKRUT2VMCDEOZB&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8HFJPKRUT2VM.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-astral-trail-/p/312539,"OnePlus 13R 5G (16GB RAM, 512GB, Astral Trail)","₹49,999.00",ICICI Bank,ICICI Bank,2025-09-08 17:53:14
OnePlus,OnePlus 13R 5G,B0DQ8XPRYF,https://www.flipkart.com/oneplus-13r-5g-astral-trail-512-gb/p/itmff6561809fab8?pid=MOBH8HFJPKRUT2VM&lid=LSTMOBH8HFJPKRUT2VMCDEOZB&marketplace=FLIPKART&q=OnePlus+13R+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=9cbf31a1-b17e-46d1-a88c-630114eb9700.MOBH8HFJPKRUT2VM.SEARCH&ppt=pp&ppn=pp&ssid=4k6mvgc9740000001738992613896&qH=ed16edd94e31cb08,https://www.croma.com/oneplus-13r-5g-16gb-ram-512gb-astral-trail-/p/312539,"OnePlus 13R 5G (16GB RAM, 512GB, Astral Trail)","₹49,999.00","Instant discount  upto Rs.2000 on ICICI Bank credit card. Discounted price inclusive of cashback will be applied on Bank payment/OTP page, post clicking” Proceed to pay”. Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.IMPORTANT! To Avail this offer, please ensure this is the only product in your cart. T&C Apply.",View more,2025-09-08 17:53:14
